session_code,user_code,content_code,time_,watched_duration,platform,device_type,os_family,os_name,app_version,is_up_to_date
SESSION_00000960,USER_00000000102,CONTENT_00000416,2024-09-26 07:14:24,162,Mobile,Smartphone,Linux,Windows 11,version 2.0.1,1
SESSION_00000961,USER_00000000690,CONTENT_00000298,2023-08-15 01:47:18,145,Computer,Smartphone,Android,Xbox,version 3.0.5,1
SESSION_00000962,USER_00000000426,CONTENT_00000390,2024-05-07 18:00:45,12,TV,Laptop,tvOS,Switch,version 1.0.0,1
SESSION_00000963,USER_00000000127,CONTENT_00000606,2024-06-05 18:45:55,22,Mobile,Tablet,iOS,Switch,version 2.0.1,1
SESSION_00000964,USER_00000000318,CONTENT_00000647,2024-11-16 16:47:55,78,Tablet,Laptop,Playstation,FireOS 6,version 3.0.5,1
SESSION_00000965,USER_00000000975,CONTENT_00000228,2025-05-04 05:31:26,44,Tablet,Smart TV,Nintendo,iPadOS 15,version 3.0.5,1
SESSION_00000966,USER_00000000408,CONTENT_00000898,2024-12-26 00:08:58,49,Tablet,Tablet,Linux,Xbox,version 3.0.5,1
SESSION_00000967,USER_00000000549,CONTENT_00000992,2023-06-05 05:22:00,30,Tablet,Tablet,iOS,macOS Ventura,version 2.0.1,1
SESSION_00000968,USER_00000000694,CONTENT_00000517,2024-01-04 19:52:35,31,Mobile,Desktop,Windows,Windows 11,version 3.0.5,1
SESSION_00000969,USER_00000000736,CONTENT_00000087,2023-11-28 10:05:39,82,Mobile,Smartphone,FireOS,macOS Ventura,version 2.1.0,1
SESSION_00000970,USER_00000000601,CONTENT_00000966,2023-09-22 18:30:20,10,Computer,Tablet,Windows,FireOS 6,version 2.0.1,1
SESSION_00000971,USER_00000000943,CONTENT_00000743,2025-01-30 21:06:26,45,Mobile,Tablet,Windows,macOS Ventura,version 3.0.5,1
SESSION_00000972,USER_00000000114,CONTENT_00000866,2025-02-14 07:30:21,105,Console,Tablet,tvOS,Android 13,version 2.0.1,1
SESSION_00000973,USER_00000000277,CONTENT_00000796,2025-04-29 16:32:22,13,Console,Game Console,macOS,PS5,version 2.1.0,1
SESSION_00000974,USER_00000000356,CONTENT_00000506,2023-09-04 02:49:41,62,Console,Game Console,Windows,Xbox,version 3.0.5,1
SESSION_00000975,USER_00000000109,CONTENT_00000416,2025-03-14 09:54:34,137,Console,Smartphone,Android,Xbox,version 2.0.1,1
SESSION_00000976,USER_00000000268,CONTENT_00000992,2024-02-29 17:25:10,11,Computer,Smart TV,iOS,PS5,version 2.1.0,1
SESSION_00000977,USER_00000000688,CONTENT_00000456,2024-10-02 10:20:38,85,Computer,Smartphone,Windows,FireOS 6,version 1.0.0,1
SESSION_00000978,USER_00000000343,CONTENT_00000448,2024-04-19 11:53:39,11,TV,Laptop,Windows,Windows 11,version 1.0.0,1
SESSION_00000979,USER_00000000835,CONTENT_00000504,2023-11-01 07:51:13,54,Console,Smartphone,macOS,Ubuntu 22.04,version 1.0.0,1
SESSION_00000980,USER_00000000641,CONTENT_00000603,2023-08-27 17:39:10,174,Mobile,Smart TV,macOS,tvOS 14,version 1.2.3,1
SESSION_00000981,USER_00000000471,CONTENT_00000082,2024-06-17 10:37:11,92,Computer,Laptop,Linux,macOS Ventura,version 2.1.0,1
SESSION_00000982,USER_00000000589,CONTENT_00000770,2024-07-14 22:39:35,17,Mobile,Tablet,Playstation,macOS Ventura,version 2.1.0,1
SESSION_00000983,USER_00000000767,CONTENT_00000531,2025-03-27 21:01:53,156,TV,Game Console,tvOS,iPadOS 15,version 3.0.5,1
SESSION_00000984,USER_00000000658,CONTENT_00000621,2023-10-24 03:24:08,59,Tablet,Laptop,Nintendo,PS5,version 1.0.0,1
SESSION_00000985,USER_00000000799,CONTENT_00000863,2024-10-04 08:49:54,57,TV,Smart TV,Linux,Switch,version 1.0.0,1
SESSION_00000986,USER_00000000180,CONTENT_00000306,2023-12-15 15:03:08,123,Tablet,Smartphone,iOS,iPadOS 15,version 3.0.5,1
SESSION_00000987,USER_00000000493,CONTENT_00000412,2024-11-26 02:29:16,180,Computer,Smart TV,macOS,Xbox,version 1.2.3,1
SESSION_00000988,USER_00000000413,CONTENT_00000669,2025-05-29 08:55:50,156,Console,Game Console,FireOS,tvOS 14,version 2.1.0,1
SESSION_00000989,USER_00000000514,CONTENT_00000121,2024-11-05 15:27:56,136,Console,Laptop,FireOS,iOS 16,version 2.1.0,1
SESSION_00000990,USER_00000000147,CONTENT_00000176,2023-11-01 12:27:49,44,Tablet,Smartphone,Playstation,FireOS 6,version 1.2.3,1
SESSION_00000991,USER_00000000820,CONTENT_00000798,2023-10-08 22:00:15,95,Console,Tablet,FireOS,iOS 16,version 2.0.1,1
SESSION_00000992,USER_00000000883,CONTENT_00000143,2025-01-03 10:44:44,82,TV,Laptop,iOS,Windows 11,version 3.0.5,1
SESSION_00000993,USER_00000000558,CONTENT_00000195,2023-09-02 13:01:18,172,Console,Game Console,Linux,macOS Ventura,version 1.0.0,1
SESSION_00000994,USER_00000000217,CONTENT_00000290,2024-12-14 06:33:54,24,Mobile,Laptop,macOS,iOS 16,version 3.0.5,1
SESSION_00000995,USER_00000000974,CONTENT_00000278,2024-05-09 15:59:13,14,Mobile,Tablet,Linux,iPadOS 15,version 3.0.5,1
SESSION_00000996,USER_00000000033,CONTENT_00000513,2025-04-09 17:09:23,111,Console,Desktop,Xbox,Android 13,version 2.0.1,1
SESSION_00000997,USER_00000000994,CONTENT_00000976,2025-02-06 19:19:02,105,Console,Smartphone,Android,FireOS 6,version 2.0.1,1
SESSION_00000998,USER_00000000515,CONTENT_00000177,2024-09-27 11:58:44,116,Computer,Tablet,Playstation,Switch,version 1.2.3,1
SESSION_00000999,USER_00000000724,CONTENT_00000701,2025-04-27 03:24:37,79,TV,Laptop,Android,Windows 11,version 1.2.3,1
SESSION_00001000,USER_00000000821,CONTENT_00000613,2024-03-03 00:42:23,23,Mobile,Desktop,Linux,Android 13,version 2.0.1,1
